,,,,,,,,,,,,,,,,
,during HRM,Has low parry properties,,,,,,,,"CH (db+1),1+2","(dash) df+4,3 ⏵ d+3,2 ⏵ HRM 2,3 T! ⏵ f,f+3 ⏵ b+3+4",,,,King's JGS 4,...
,f+1+2,Power crush,,,,,,,,"heat on f+4,4~F","qcf+2 ⏵ df+4,3 ⏵ f+2,3,4 ⏵ HRM 2,3 T! ⏵ f,f+3 ⏵ b+3+4",,,,"Lee's f+3,3,3...4","uf+3+4
(input before last hit)"
,,,,,uf+4,   Low crushing launcher you can use for keepout.  ,,,,heat on d+1+2~F,,,,,,
,GUARANTEED FOLLOW-UPS,,,,"f,f+4","   Mid attack out of dash you can use for approach. It shifts to
 HRM and has a delayable and unsafe follow-up in f,f+4,2 
 to discourage opponents from challenging it on block.   ",,,,heat on db+1+2~F,,,,,,
,b+3,"(once per match) f+2+3
HRM 1+2,1 (heat) ― HRM 4,1+2",,,,,,,,"heat on HRM 1+2,1~F",,,,,,
,,,,,,,,,,,,,,,,
,CH db+3,"HRM 1+2,1 (heat) ― HRM 4,1+2",,,b+3,"   Quick homing attack to check sidestepping opponents. 
 Very rewarding on hit, allowing some stance follow-ups and
 even a combo with f+2+3.   ",,,,WALL COMBOS,,,,,,
,"CH (3),3",b+3+4,,,,,,,,GENERAL,"2 ⏵ uf+3+4,1+2",,,,,
,"f,f+3
CH db+4
CH (d+2),4
CH HRM (2),3
heat on 1+2,1+2,1~F","(dash) db+2,1+2
b+3+4",,,,,,,,,"(sidestep right) 1 ⏵ 1+2,1+2,2 (delay last hit)",,,,,
,,,,,sidestep 3+4,   Mid option out of sidestep to start your HRM offense.  ,,,,,"(3+4) HRM f+4 (low wall hit) ⏵ db+2,1+2",,,,,
,,,,,b+3+4,   Useful button to hit opponents off the ground.   ,,,,WITH TAILSPIN,"df+3+4 T! ⏵ 2 ⏵ uf+3+4,1+2",,,,,
,,,,,HRM,"   Many of Leroy's moves shift to HRM, so make sure to learn 
 some of your stance options so you can mix and pressure 
 your opponents (or else).   ",,,,,"f,f+4,2 T! ⏵ df+3,1,1+2",,,,,
,,,,,,,,,,,"f,f+4,2 T! ⏵ (3+4) HRM f+4 (low wall hit) ⏵ db+2,1+2",,,,,
,"CH ub+2
CH (df+1,1+2),2
CH (df+4),3
heat on b+1+2","(dash) uf+3+4,1+2",,,,,,,,,,,,,,
,,,,,,,,,,COMBO ENDERS,,,,,,
,,,,,PUNISHERS,,,,,HEAT BURST ENDER,"After f,f+3 you can heat burst to extend the combo.",,,,,
,,,,,STARTUP,STANDING,CROUCHING,"SUGGESTED
WHIFF PUNISHERS",,WALL CARRY OPTIONS,"After tornado, you can change the ender to f,f+4,2
to get a far and high wallsplat, or d+3,2 if you need
short carry setting up HRM for the wall combo.",,,,,
,CH sidestep 4,"1+2,1+2,1 (heat)",,,10,"1,2,4",FC d+1,,,,,,,,,
,"CH (f+2,3),4","HRM f+4 ⏵ db+2,1+2",,,11,―,ws+4,"4,4
1+2,1+2,1 (heat)
f,f+2,2",,,,,,,,
,,,,,12,"2,2
4,4 (range)",―,,,WALL / FLOOR BREAK,Use f+1+2 for wall break and d+1+2 to break the floor.,,,,,
,,,,,,,,,,,,,,,,
,,,,,13,"df+1,4","ws+1,4",,,,,,,,,
,,,,,14,"1+2,1+2,1 (heat)
uf+3+4,1+2 (range)","uf+3+4,1+2",,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,15,"df+2,1+2",ws+2,,,,,,,,,
,,,,,16,"f+4,4 (range)",―,,,,,,,,,
