,,,,,,,,,,,,,,,
,GUARANTEED FOLLOW-UPS,,,12,"b+1,4",...,"uf+2,1",,CH df+3+4,"uf+3 ⏵ df+3,2 ⏵ b+3+4,3 T! ⏵ qcf+4,3,1+2",,,,"Heihachi's f,f+2",f+1+2
,CH b+4,b+1+4,,13,...,"ws+1,1+2",,,sidestep 2,"uf+4 ⏵ df+3,2 ⏵ b+3+4,3 T! ⏵ qcf+4,3,1+2",,,,Jack's d+1+2,db+3+4 ― f+1+2
,"f,f+2
CH (1,2),1+2",f+1+2 ― qcf+2,,14,"b+3+4,1+2
f+3+4,1 (heat)",...,,,,,,,,"Jack's df+1,2,1,2",db+3+4 ― f+1+2
,,,,,,,,,"heat dash f+4,2~F","uf+3 ⏵ df+3,2~F ⏵ ws+1 ⏵ df+3,2 ⏵ b+3+4,3 T! ⏵ 
qcf+4,3,1+2",,,,King's JAG 4,"ws+3+4 ― FC d+4,1"
,"df+3+4
b+1+2
df+2+4 (throw)","f,f+3",,15,df+2 ― b+1+4,ws+2,,,heat dash qcf+2~F,,,,,,
,,,,17,f+1+2 (range),...,,,heat dash wr+1+2~F,,,,,,
,,,,18,"uf+2,1","uf+2,1 ― ws+3+4",,,,,,,,,
,"(df+3),1,2
(b+3+4),3
CH d+3,4,3",(dash) qcf+2,,,,,,,WALL COMBOS,,,,,,
,,,,,,,,,GENERAL,"2 ⏵ df+1,2,1+2",,,,,
,,,,,,,,,AGAINST BEARS,"df+3,2 ⏵ df+1,2,1+2",,,,,
,"(ws+1),4
CH db+3",qcf+2 ― d+3+4,,,,,,,WITH TORNADO,"db+3+4 ⏵ 2 ⏵ df+1,2,1+2",,,,,
,,,,,,,,,,...,,,,,
,"CH (d+4),1","1,4 ― db+1+2 (heat)",,,,,,,,,,,,,
,"(4,4),3+4","f,f+1+2",,,,,,,COMBO ENDERS,,,,,,
,"b+3,4","df+3,3 ― f+3+4,1 (heat)",,,,,,,FOR DMG,"qcf+4,3,1+2","b+3+4,1+2",,,,
,heat on db+1+2~F,"f,f+1+2 (hold)
sidestep left 1+2,1+2",,,,,,,WALL CARRY,"f,f,f+3,4","df+3,2",qcf+1,,,
,,,,,,,,,WALL BREAK,f+1+2,"f,f+1+2",,,,
,,,,,,,,,FLOOR BREAK,"wr+3,3",uf+1,,,,
