,,,,,,,,,,,,,,,
,"f,f+3~D",BOK 2,,,,,,,"heat dash b+2,1+2~F",,,,,,
,CH f+3~D,BOK 2 ⏵ df+4,,,,,,,"heat dash KNK 1,2~F",,,,,,
,CH d+1 NEW,"uf+1,2",,,,,,,,,,,,,
,CH d+1~D NEW,"ws+1+2 ― ws+4,1+2 (heat)",,,,,,,WALL COMBOS,,,,,,
,CH f+4,"KNK 1,2 (heat)",,,,,,,GENERAL,"b+1+2,1+2,qcf+2 (delay last hit)",,,,,
,CH qcf+1,"ws+4,1+2 (heat)",,,,,,,,"b+1,4 ⏵ KNK 3,4",,,,,
,CH b+1+4,"b+2,1+2 (heat)",,,,,,,WITH TORNADO,"b+1,4 ⏵ KNK 3,4 T! ⏵ ws+1,4,1",,,,,
,ub+1 (parry) ⏵ 4,,,,,,,,,"f+3+4 T! ⏵ b+1,4,1+2",,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,COMBO ENDERS,,,,,,
,,,,,,,,,FOR DMG,"b+1+2,1+2,qcf+2",,,,,
,,,,,,,,,WALL CARRY,"ws+3,1,2","b+1,1+2","f,f+4,3",,,
,,,,,,,,,WALL BREAK,"f,f+2","d+4,2",qcf+3+4,,,
,,,,,,,,,FLOOR BREAK,"b+2,1+2",d+2,"b+3,1",,,
