,,,,,,,,,,,,,,,
,b+1+2,Power Crush,,ws+1+2,_Homing Attack from crouch. Mix it with FC 1+2,,,,"CH (2,3),3",,,,,"Kazuya db+1,2","uf+3,2 ― uf+2 ― ub+2"
,ub+2,Power Crush,,"f,f,f+2",_Approach attack. Useful to pressure the opponent.,,,,"CH (b+2),1",,,,,Ling Calli Roll,"uf+4,4"
,,,,DES,_Explore this stance to form an aggressive gameplan,,,,ws+3 (wait) 3,"ws+1,2,3 ⏵ uf+1 T! ⏵ (run) uf+1",,,,Ling AOP 3+4,"ws+1,2,3 float"
,GUARANTEED FOLLOW-UPS,,,,,,,,CH b+4,,,,,"Leo's b+1,(4)","(db+1),1 before second hit"
,"b+4,4,3","SBT 1,2,1,3+4",,PUNISHERS,,,,,CH SBT 3,,,,,Paul's Deathfist,"uf+3,2 ― uf+2 ― ub+2"
,"f,f,f+2",f+1+2,,STARTUP,STANDING,CROUCHING,WHIFF PUNISHERS,,"(1,2),d+2 (hold)",,,,,Demoman (3rd hit),"uf+3,2 ― uf+2 ― ub+2"
,"f,f,f+2~1+2",DES b+1+2,,10,"1,1",FC d+1,"1,1",,"CH (1,2),d+2",,,,,"Alisa b+3+4,3+4",df+2 before second hit
,"f+3,2","DES b+1+2 ― DES f+2,1,2",,11,...,ws+4,df+2,,"CH d+3,2","df+1,1 ⏵ uf+3,2",,,,"Claudio's f+2,2","f,f,f+2"
,ws+1+2,(tap up) d+3,,12,"2,2",...,"b+4,4,3",,"CH d+3,4",,,,,"Kuma's f,f+2","uf+3,2"
,CH 4,d+3,,13,"3,2","ws+1,2",,,"DES 2,1","(2),3,3 ⏵ df+1,1 ⏵ u+3,2",,,,"Heihachi's f,f+2",ub+2
,"CH (df+3),3",,,,"3,f+2",,,,"(ws+3),d+3","ws+1,2,3 ⏵ uf+1",,,,Jack's d+1+2,uf+2 ― ub+2
,"CH (df+1),4","3,2 (heat)",,14,"f+3,2",...,,,"CH (b+1),1+2","db+1,2 T! ⏵ df+1,1 ⏵ u+3,2",,,,"Jack's df+1,2,1,2",uf+2 ― ub+2
,"CH f,f+1+2","2,2 ― 3,2 (heat)",,15,"uf+4,4","uf+4,4",,,,,,,,King's JAG 4,ws+4 float
,"CH (1),1",db+1+2,,16,df+2,...,,,heat dash 1+2~F,"(dash) 4 ⏵ df+1,1 ⏵ f+2 ⏵ 2,3,3 ⏵ uf+1 T! ⏵ f,f,f+1",,,,...,
,"DES f+1+2,1+2","(turn around) DES f+3,1+2",,17,"uf+3,2 (range)","ws+2,3",,,heat dash uf+2~F,,,,,,
,,,,,,,,,"heat dash f+2,1~F",,,,,,
,,,,,,,,,"heat dash DES f+2,1,2~F",,,,,,
,,,,,,,,,"f+3,2","during heat DES f+2,1,2~F ⏵ f+2 ⏵
uf+1 T! ⏵ (run) uf+1",,,,,
,,,,,,,,,DES f+1+2,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,WALL COMBOS,,,,,,
,,,,,,,,,GENERAL,"1,2 ⏵ f+1+2",,,,,
,,,,,,,,,,"ws+1,2,3 (delay last hit)",,,,,
,,,,,,,,,WITH TORNADO,"db+1,2 T! ⏵ 1,2 ⏵ f+1+2",,,,,
,,,,,,,,,,"b+3+4 T! ⏵ ws+1,2,3 (delay last hit)",,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,COMBO ENDERS,,,,,,
,,,,,,,,,FOR DMG,(dash) uf+1,SBT f+1,,,,
,,,,,,,,,WALL CARRY,"wr+3,4","db+2,2","b+4,4",,,
,,,,,,,,,WALL BREAK,f+1+2,"f,f,f+3,4",,,,
,,,,,,,,,FLOOR BREAK,1+2,"b+2,1",,,,
